contentType,historyType,createdAt,updatedAt,USER_ID,ITEM_ID
1,2,2022-11-25 16:57:20.698,2022-11-25 16:57:20.698,58268,74073
2,2,2022-11-25 16:57:47.050,2022-11-25 16:57:47.050,58268,87361
2,2,2022-11-25 16:58:12.098,2022-11-25 16:58:12.098,58268,86021
1,2,2022-11-25 17:07:39.759,2022-11-25 17:07:39.759,49657,96213
1,2,2022-11-25 17:12:03.735,2022-11-25 17:12:03.735,61084,96263
1,2,2022-11-25 17:13:14.623,2022-11-25 17:13:14.623,44637,96566
1,2,2022-11-25 17:15:34.697,2022-11-25 17:15:34.697,44637,20989
2,2,2022-11-25 17:15:52.683,2022-11-25 17:15:52.683,61025,92444
2,2,2022-11-25 17:16:36.122,2022-11-25 17:16:36.122,61025,92365
1,2,2022-11-25 17:24:58.955,2022-11-25 17:24:58.955,44637,22085
1,1,2022-11-25 17:26:22.160,2022-11-25 17:26:22.160,51056,95335
1,1,2022-11-25 17:28:33.768,2022-11-25 17:28:33.768,51056,19881
1,2,2022-11-25 17:30:04.553,2022-11-25 17:30:04.553,61124,96350
1,1,2022-11-25 17:30:36.545,2022-11-25 17:30:36.545,51056,30827
1,2,2022-11-25 17:32:54.442,2022-11-25 17:32:54.442,61200,81888
1,2,2022-11-25 17:35:38.810,2022-11-25 17:35:38.810,61170,96534
2,2,2022-11-25 17:41:28.552,2022-11-25 17:41:28.552,44637,93958
1,2,2022-11-25 17:49:27.440,2022-11-25 17:49:27.440,61277,20847
1,2,2022-11-25 17:49:30.650,2022-11-25 17:49:30.650,43730,96563
1,2,2022-11-25 17:50:02.581,2022-11-25 17:50:02.581,43730,96402
1,2,2022-11-25 17:51:23.080,2022-11-25 17:51:23.080,33764,96087
1,2,2022-11-25 17:51:29.569,2022-11-25 17:51:29.569,61320,26423
1,2,2022-11-25 17:54:15.521,2022-11-25 17:54:15.521,43730,96399
1,2,2022-11-25 17:58:00.834,2022-11-25 17:58:00.834,43730,96505
1,2,2022-11-25 18:00:00.612,2022-11-25 18:00:00.612,43730,20845
2,2,2022-11-25 18:00:06.320,2022-11-25 18:00:06.320,33764,92443
1,2,2022-11-25 18:00:15.093,2022-11-25 18:00:15.093,53879,31240
1,2,2022-11-25 18:00:21.481,2022-11-25 18:00:21.481,61380,96575
1,2,2022-11-25 18:02:10.042,2022-11-25 18:02:10.042,43730,96509
1,1,2022-11-25 18:05:19.007,2022-11-25 18:05:19.007,42743,47781
1,1,2022-11-25 18:07:22.718,2022-11-25 18:07:22.718,42743,47741
2,2,2022-11-25 18:07:41.241,2022-11-25 18:07:41.241,60170,92590
1,2,2022-11-25 18:08:45.523,2022-11-25 18:08:45.523,53879,28581
1,2,2022-11-25 18:08:49.952,2022-11-25 18:08:49.952,43730,96562
1,1,2022-11-25 18:09:31.485,2022-11-25 18:09:31.485,42743,96043
1,2,2022-11-25 18:09:38.199,2022-11-25 18:09:38.199,53879,23658
1,2,2022-11-25 18:10:22.168,2022-11-25 18:10:22.168,43730,95333
1,1,2022-11-25 18:11:27.710,2022-11-25 18:11:27.710,42743,96054
1,1,2022-11-25 18:12:25.739,2022-11-25 18:12:25.739,42743,96137
1,2,2022-11-25 18:12:48.566,2022-11-25 18:12:48.566,43730,96279
1,1,2022-11-25 18:17:46.886,2022-11-25 18:17:46.886,42743,96117
1,1,2022-11-25 18:18:26.809,2022-11-25 18:18:26.809,42743,96110
1,2,2022-11-25 18:20:25.793,2022-11-25 18:20:25.793,43730,96578
1,2,2022-11-25 18:22:49.341,2022-11-25 18:22:49.341,43730,96595
2,2,2022-11-25 18:25:44.638,2022-11-25 18:25:44.638,61464,92467
1,2,2022-11-25 18:27:05.398,2022-11-25 18:27:05.398,61501,96153
1,2,2022-11-25 18:28:05.974,2022-11-25 18:28:05.974,59464,96304
1,2,2022-11-25 18:36:17.929,2022-11-25 18:36:17.929,61523,96481
1,2,2022-11-25 18:40:09.649,2022-11-25 18:40:09.649,43730,96376
1,2,2022-11-25 18:41:04.975,2022-11-25 18:41:04.975,43730,96453
1,1,2022-11-25 18:42:29.639,2022-11-25 18:42:29.639,42743,19845
1,1,2022-11-25 18:46:13.747,2022-11-25 18:46:13.747,42743,73941
2,2,2022-11-25 18:49:22.575,2022-11-25 18:49:22.575,61564,22207
1,2,2022-11-25 18:51:49.235,2022-11-25 18:51:49.235,61583,20843
1,2,2022-11-25 18:51:57.796,2022-11-25 18:51:57.796,61583,82392
1,2,2022-11-25 18:57:27.449,2022-11-25 18:57:28.110,61623,96113
1,2,2022-11-25 19:03:25.630,2022-11-25 19:03:25.630,61623,96522
4,2,2022-11-25 19:10:27.777,2022-11-25 19:10:35.961,59381,47158
1,2,2022-11-25 19:28:06.678,2022-11-25 19:28:06.678,61711,21677
1,2,2022-11-25 19:35:49.110,2022-11-25 19:35:49.110,58551,96043
1,2,2022-11-25 19:53:32.561,2022-11-25 19:53:32.561,61673,21606
4,2,2022-11-25 20:15:17.832,2022-11-25 20:15:17.832,61823,47221
1,2,2022-11-25 20:33:49.940,2022-11-25 20:33:49.940,51567,81888
1,2,2022-11-25 22:01:49.586,2022-11-25 22:01:49.586,61973,96283
1,2,2022-11-25 22:30:57.585,2022-11-25 22:30:57.585,62005,96477
1,2,2022-11-25 22:38:14.367,2022-11-25 22:38:14.367,40804,96603
1,2,2022-11-25 23:10:34.552,2022-11-25 23:10:34.552,36925,96242
1,2,2022-11-25 23:14:14.479,2022-11-25 23:14:14.479,56421,96269
1,2,2022-11-25 23:14:33.267,2022-11-25 23:14:33.267,56421,28573
1,2,2022-11-25 23:14:44.062,2022-11-25 23:14:44.062,56421,96060
1,1,2022-11-25 23:26:21.680,2022-11-25 23:26:21.680,35665,47781
1,2,2022-11-25 23:27:17.136,2022-11-25 23:27:17.136,49657,96532
1,2,2022-11-25 23:27:45.034,2022-11-25 23:27:45.034,49657,96414
1,1,2022-11-25 23:29:47.173,2022-11-25 23:29:47.173,35665,96110
1,2,2022-11-25 23:30:14.230,2022-11-25 23:30:14.230,49657,96235
1,2,2022-11-25 23:30:38.096,2022-11-25 23:30:38.096,49657,96590
2,2,2022-11-25 23:35:47.679,2022-11-25 23:35:47.679,57846,92444
1,2,2022-11-26 00:15:45.054,2022-11-26 00:15:45.054,62135,31154
2,2,2022-11-26 00:17:55.408,2022-11-26 00:17:55.408,62135,92467
1,2,2022-11-26 00:21:45.499,2022-11-26 00:21:45.499,62151,96558
1,2,2022-11-26 00:28:15.931,2022-11-26 00:28:15.931,52215,96383
1,2,2022-11-26 00:28:30.030,2022-11-26 00:28:30.030,54531,19444
1,2,2022-11-26 00:30:44.365,2022-11-26 00:30:44.365,52215,96223
1,2,2022-11-26 00:38:29.364,2022-11-26 00:38:29.364,62201,96245
4,2,2022-11-26 00:43:26.221,2022-11-26 00:43:27.251,52215,47187
1,2,2022-11-26 00:44:42.575,2022-11-26 00:44:42.575,62206,81886
1,2,2022-11-26 00:45:30.859,2022-11-26 00:45:30.859,62206,81888
1,2,2022-11-26 01:08:53.041,2022-11-26 01:08:53.041,59809,19982
1,2,2022-11-26 01:10:07.444,2022-11-26 01:10:07.444,59809,21482
1,2,2022-11-26 01:12:34.740,2022-11-26 01:12:34.740,59809,96033
1,2,2022-11-26 01:15:14.914,2022-11-26 01:15:14.914,50932,30858
1,2,2022-11-26 01:16:45.854,2022-11-26 01:16:45.854,50932,58171
1,2,2022-11-26 01:28:36.435,2022-11-26 01:28:36.435,62255,96356
1,2,2022-11-26 01:29:30.673,2022-11-26 01:29:30.673,37471,89222
1,2,2022-11-26 01:29:51.986,2022-11-26 01:29:51.986,62255,29157
1,2,2022-11-26 01:37:07.569,2022-11-26 01:37:07.569,62268,96503
2,2,2022-11-26 02:07:41.229,2022-11-26 02:07:41.229,62326,92405
1,2,2022-11-26 02:08:32.154,2022-11-26 02:08:32.154,62455,82983
1,2,2022-11-26 02:08:58.886,2022-11-26 02:08:58.886,50731,96252
2,2,2022-11-26 02:09:34.290,2022-11-26 02:09:34.290,56815,93332
1,2,2022-11-26 02:11:22.083,2022-11-26 02:11:22.083,58268,95269
1,2,2022-11-26 02:11:25.370,2022-11-26 02:11:25.370,58268,95043
1,2,2022-11-26 02:19:54.491,2022-11-26 02:19:54.491,58603,82948
1,2,2022-11-26 02:21:18.949,2022-11-26 02:21:18.949,30923,96568
1,1,2022-11-26 02:21:40.185,2022-11-26 02:21:40.185,62390,81911
1,2,2022-11-26 02:22:26.189,2022-11-26 02:22:26.189,53879,82539
1,2,2022-11-26 02:23:53.224,2022-11-26 02:23:53.224,30923,96193
1,1,2022-11-26 02:24:22.552,2022-11-26 02:24:22.552,62390,82015
1,2,2022-11-26 02:26:54.688,2022-11-26 02:26:54.688,58268,30789
1,2,2022-11-26 02:26:57.748,2022-11-26 02:26:57.748,58268,74455
1,2,2022-11-26 02:27:01.299,2022-11-26 02:27:01.299,58268,21920
1,2,2022-11-26 02:27:05.038,2022-11-26 02:27:05.038,58268,95093
1,2,2022-11-26 02:32:56.577,2022-11-26 02:32:56.577,62478,21843
1,2,2022-11-26 02:34:24.355,2022-11-26 02:34:24.355,58268,19653
1,2,2022-11-26 02:34:27.174,2022-11-26 02:34:27.174,58268,19982
1,2,2022-11-26 02:34:30.040,2022-11-26 02:34:30.040,58268,20110
1,2,2022-11-26 02:34:37.579,2022-11-26 02:34:37.579,58268,28652
1,2,2022-11-26 02:34:40.744,2022-11-26 02:34:40.744,58268,24145
1,2,2022-11-26 02:34:53.306,2022-11-26 02:34:53.306,58268,30720
1,2,2022-11-26 02:35:02.319,2022-11-26 02:35:02.319,58268,37684
1,2,2022-11-26 02:35:10.567,2022-11-26 02:35:10.567,58268,96248
1,2,2022-11-26 02:37:42.801,2022-11-26 02:37:42.801,58268,30707
1,2,2022-11-26 02:38:12.662,2022-11-26 02:38:12.662,58268,30868
1,2,2022-11-26 02:38:15.147,2022-11-26 02:38:15.147,58268,31183
1,2,2022-11-26 02:38:22.461,2022-11-26 02:38:22.461,58268,72778
1,2,2022-11-26 02:38:56.058,2022-11-26 02:38:56.058,58268,74336
1,2,2022-11-26 02:39:07.458,2022-11-26 02:39:07.458,58268,88985
1,2,2022-11-26 02:53:48.796,2022-11-26 02:53:48.796,62455,30191
1,2,2022-11-26 02:54:11.714,2022-11-26 02:54:11.714,62586,96294
1,2,2022-11-26 02:56:30.527,2022-11-26 02:56:30.527,62586,96442
1,2,2022-11-26 02:57:14.028,2022-11-26 02:57:14.028,59449,19894
1,2,2022-11-26 02:57:47.464,2022-11-26 02:57:47.464,62455,96598
1,2,2022-11-26 03:07:59.884,2022-11-26 03:07:59.884,62640,74245
1,2,2022-11-26 03:51:19.195,2022-11-26 03:51:19.195,57575,96365
1,2,2022-11-26 03:51:38.311,2022-11-26 03:51:38.311,57575,24127
1,2,2022-11-26 03:52:40.721,2022-11-26 03:52:40.721,57575,89027
1,2,2022-11-26 04:07:47.268,2022-11-26 04:07:47.268,62835,94516
1,2,2022-11-26 04:09:25.255,2022-11-26 04:09:25.255,62857,96571
1,2,2022-11-26 04:23:54.716,2022-11-26 04:23:54.716,62883,96310
1,2,2022-11-26 04:27:46.492,2022-11-26 04:27:46.492,62692,96230
2,2,2022-11-26 04:40:51.679,2022-11-26 04:40:51.679,62949,87149
1,2,2022-11-26 04:41:24.041,2022-11-26 04:41:24.041,62963,96087
1,1,2022-11-26 04:44:45.079,2022-11-26 04:44:45.079,62929,47242
1,2,2022-11-26 04:45:29.873,2022-11-26 04:45:29.873,35393,96600
2,2,2022-11-26 04:48:27.642,2022-11-26 04:48:27.642,46239,92495
1,2,2022-11-26 04:50:11.967,2022-11-26 04:50:11.967,30152,96265
1,2,2022-11-26 04:53:04.677,2022-11-26 04:53:04.677,57397,32694
1,1,2022-11-26 04:53:46.838,2022-11-26 04:53:46.838,62929,96197
1,2,2022-11-26 04:54:13.246,2022-11-26 04:54:13.246,57397,19611
1,2,2022-11-26 04:54:24.990,2022-11-26 04:54:24.990,57397,20093
1,2,2022-11-26 04:56:29.163,2022-11-26 04:56:29.163,63004,28537
1,2,2022-11-26 04:57:14.292,2022-11-26 04:57:14.292,63014,96588
1,1,2022-11-26 04:59:29.166,2022-11-26 04:59:29.166,62390,81905
1,2,2022-11-26 05:16:49.706,2022-11-26 05:16:49.706,53943,96223
1,2,2022-11-26 05:21:45.234,2022-11-26 05:21:45.234,43730,30752
1,2,2022-11-26 05:22:11.613,2022-11-26 05:22:11.613,43730,96271
1,2,2022-11-26 05:22:34.014,2022-11-26 05:22:34.014,63151,21924
1,2,2022-11-26 05:26:18.688,2022-11-26 05:26:22.043,63143,86962
1,2,2022-11-26 05:27:46.838,2022-11-26 05:27:46.838,63129,96387
1,2,2022-11-26 05:28:29.849,2022-11-26 05:28:29.849,63129,96351
1,2,2022-11-26 05:29:03.996,2022-11-26 05:29:33.635,63171,23554
1,2,2022-11-26 05:29:47.442,2022-11-26 05:29:47.442,63129,96578
1,2,2022-11-26 05:30:35.045,2022-11-26 05:30:35.045,56660,96298
1,2,2022-11-26 05:32:15.689,2022-11-26 05:32:15.689,63145,96427
1,2,2022-11-26 05:33:49.763,2022-11-26 05:33:49.763,43730,75001
1,2,2022-11-26 05:33:57.795,2022-11-26 05:33:57.795,56660,73893
1,2,2022-11-26 05:34:48.211,2022-11-26 05:34:48.211,63203,96280
1,2,2022-11-26 05:35:11.660,2022-11-26 05:35:11.660,63203,30017
1,2,2022-11-26 05:35:26.532,2022-11-26 05:35:26.532,63203,96245
1,2,2022-11-26 05:36:38.127,2022-11-26 05:36:38.127,43730,96506
1,2,2022-11-26 05:36:56.273,2022-11-26 05:36:56.273,63213,21356
1,2,2022-11-26 05:37:32.563,2022-11-26 05:37:32.563,58696,29713
1,2,2022-11-26 05:37:46.432,2022-11-26 05:37:46.432,63151,74364
1,2,2022-11-26 05:43:43.668,2022-11-26 05:43:43.668,63178,96400
1,2,2022-11-26 05:48:40.092,2022-11-26 05:48:40.092,62770,96495
1,2,2022-11-26 05:52:05.486,2022-11-26 05:52:05.486,62937,96457
1,2,2022-11-26 05:54:09.351,2022-11-26 05:54:09.351,63296,21978
2,2,2022-11-26 06:01:47.769,2022-11-26 06:01:47.769,61947,92450
1,2,2022-11-26 06:02:26.222,2022-11-26 06:02:26.222,43730,96442
1,2,2022-11-26 06:02:55.672,2022-11-26 06:02:55.672,50774,96193
1,2,2022-11-26 06:11:31.035,2022-11-26 06:11:31.035,63383,22145
1,2,2022-11-26 06:12:04.777,2022-11-26 06:12:04.777,63382,96371
1,2,2022-11-26 06:14:53.389,2022-11-26 06:14:53.389,63394,94500
1,2,2022-11-26 06:15:20.207,2022-11-26 06:15:20.207,63415,21492
1,2,2022-11-26 06:15:26.858,2022-11-26 06:15:26.858,63415,21531
1,2,2022-11-26 06:16:16.892,2022-11-26 06:16:16.892,63394,21699
1,2,2022-11-26 06:16:46.939,2022-11-26 06:16:46.939,61184,96420
2,2,2022-11-26 06:21:04.061,2022-11-26 06:21:04.061,63423,92467
1,2,2022-11-26 06:25:29.334,2022-11-26 06:25:29.334,63476,47242
1,2,2022-11-26 06:25:35.806,2022-11-26 06:25:35.806,63073,82538
4,2,2022-11-26 06:26:04.820,2022-11-26 06:26:04.820,29455,47722
1,2,2022-11-26 06:28:30.956,2022-11-26 06:28:30.956,63073,21974
1,2,2022-11-26 06:30:16.913,2022-11-26 06:30:16.913,63073,96598
1,2,2022-11-26 06:32:24.139,2022-11-26 06:32:24.139,63415,74015
1,2,2022-11-26 06:32:31.115,2022-11-26 06:32:31.115,63415,29413
1,2,2022-11-26 06:32:41.858,2022-11-26 06:32:41.858,63464,96590
1,2,2022-11-26 06:39:16.406,2022-11-26 06:39:16.406,63415,74090
1,2,2022-11-26 06:39:25.129,2022-11-26 06:39:25.129,63415,96512
1,2,2022-11-26 06:41:01.306,2022-11-26 06:41:01.306,63476,89460
1,2,2022-11-26 06:41:40.200,2022-11-26 06:41:40.200,63476,21839
1,2,2022-11-26 06:42:01.712,2022-11-26 06:42:01.712,63476,73866
1,2,2022-11-26 06:42:08.441,2022-11-26 06:42:08.441,63476,21606
1,2,2022-11-26 06:42:29.372,2022-11-26 06:42:29.372,63476,33891
1,2,2022-11-26 06:42:45.857,2022-11-26 06:42:45.857,63476,19831
1,2,2022-11-26 06:42:56.134,2022-11-26 06:42:56.134,63476,20042
1,2,2022-11-26 06:43:08.174,2022-11-26 06:43:08.174,63476,54694
1,2,2022-11-26 06:43:16.388,2022-11-26 06:43:16.388,63476,23600
1,2,2022-11-26 06:43:27.192,2022-11-26 06:43:27.192,63476,22073
1,2,2022-11-26 06:43:27.515,2022-11-26 06:43:27.515,63597,96562
1,2,2022-11-26 06:43:43.782,2022-11-26 06:43:43.782,63476,22025
1,2,2022-11-26 06:43:59.351,2022-11-26 06:43:59.351,63476,20985
1,2,2022-11-26 06:44:09.879,2022-11-26 06:44:09.879,63476,20822
1,2,2022-11-26 06:44:33.617,2022-11-26 06:44:33.617,63476,60381
1,2,2022-11-26 06:44:40.689,2022-11-26 06:44:40.689,63476,54678
1,2,2022-11-26 06:46:44.994,2022-11-26 06:46:44.994,63615,96395
1,2,2022-11-26 06:47:41.601,2022-11-26 06:47:41.601,63597,96333
1,2,2022-11-26 06:48:16.480,2022-11-26 06:48:16.480,36796,21219
1,2,2022-11-26 06:49:42.735,2022-11-26 06:49:42.735,63656,30017
1,2,2022-11-26 06:53:32.421,2022-11-26 06:53:32.421,63701,21929
1,2,2022-11-26 07:02:39.988,2022-11-26 07:02:39.988,63751,81888
1,2,2022-11-26 07:07:49.502,2022-11-26 07:07:49.502,63816,21402
2,2,2022-11-26 07:13:29.513,2022-11-26 07:13:29.513,63662,92467
1,2,2022-11-26 07:22:58.372,2022-11-26 07:22:58.372,63923,96033
1,2,2022-11-26 07:24:20.595,2022-11-26 07:24:20.595,63848,21492
2,2,2022-11-26 07:24:27.794,2022-11-26 07:24:27.794,63926,92495
2,2,2022-11-26 07:24:43.870,2022-11-26 07:24:43.870,63926,92497
1,2,2022-11-26 07:25:22.077,2022-11-26 07:25:22.077,63848,23745
1,2,2022-11-26 07:26:35.072,2022-11-26 07:26:35.072,63911,95296
1,2,2022-11-26 07:28:47.095,2022-11-26 07:28:47.095,63932,96478
1,2,2022-11-26 07:29:28.896,2022-11-26 07:29:28.896,63933,19828
1,2,2022-11-26 07:30:30.224,2022-11-26 07:30:30.224,64013,96332
2,2,2022-11-26 07:30:41.988,2022-11-26 07:30:41.988,63926,92467
1,2,2022-11-26 07:31:43.829,2022-11-26 07:31:43.829,63999,96046
1,2,2022-11-26 07:32:48.237,2022-11-26 07:32:48.237,63999,86251
1,2,2022-11-26 07:32:51.075,2022-11-26 07:32:51.075,63933,96388
1,2,2022-11-26 07:35:52.092,2022-11-26 07:35:52.092,64054,21916
2,2,2022-11-26 07:37:21.422,2022-11-26 07:37:21.422,63812,90895
1,2,2022-11-26 07:38:22.735,2022-11-26 07:38:27.705,64064,21677
1,2,2022-11-26 07:40:50.975,2022-11-26 07:40:50.975,64047,96250
1,2,2022-11-26 07:41:59.328,2022-11-26 07:41:59.328,64103,21134
1,2,2022-11-26 07:44:39.686,2022-11-26 07:44:39.686,63812,96363
1,2,2022-11-26 07:45:37.958,2022-11-26 07:45:37.958,63812,96156
1,2,2022-11-26 07:47:55.549,2022-11-26 07:47:55.549,46553,30839
1,2,2022-11-26 07:50:58.932,2022-11-26 07:50:58.932,63812,96110
1,2,2022-11-26 07:52:57.346,2022-11-26 07:52:57.346,63812,96043
1,2,2022-11-26 07:53:30.478,2022-11-26 07:53:30.478,63999,20887
1,2,2022-11-26 07:53:57.895,2022-11-26 07:53:57.895,63812,96126
1,2,2022-11-26 07:55:38.319,2022-11-26 07:55:38.319,64211,96567
1,2,2022-11-26 07:56:13.522,2022-11-26 07:56:13.522,63812,47741
1,2,2022-11-26 07:56:41.744,2022-11-26 07:56:41.744,63812,96471
1,2,2022-11-26 07:58:08.207,2022-11-26 07:58:08.207,63812,95296
1,2,2022-11-26 07:58:55.091,2022-11-26 07:58:55.091,63812,96426
1,2,2022-11-26 07:59:16.206,2022-11-26 07:59:16.206,64211,96598
1,2,2022-11-26 07:59:17.320,2022-11-26 07:59:17.320,63812,96409
1,2,2022-11-26 08:00:43.589,2022-11-26 08:00:43.589,64267,29154
1,2,2022-11-26 08:00:50.378,2022-11-26 08:00:50.378,63812,96310
1,2,2022-11-26 08:01:23.667,2022-11-26 08:01:23.667,63812,96256
1,2,2022-11-26 08:01:46.041,2022-11-26 08:01:46.041,63812,96345
1,2,2022-11-26 08:02:12.465,2022-11-26 08:02:12.465,64211,96254
2,2,2022-11-26 08:02:51.993,2022-11-26 08:02:51.993,64267,92450
1,2,2022-11-26 08:03:06.772,2022-11-26 08:03:06.772,64211,96330
1,2,2022-11-26 08:03:13.154,2022-11-26 08:03:13.154,63812,96573
1,2,2022-11-26 08:03:21.075,2022-11-26 08:03:21.075,63812,96586
1,2,2022-11-26 08:03:26.021,2022-11-26 08:03:26.021,64211,96462
1,2,2022-11-26 08:03:42.795,2022-11-26 08:03:42.795,63812,96359
1,2,2022-11-26 08:03:57.363,2022-11-26 08:03:57.363,63812,29518
1,2,2022-11-26 08:04:19.046,2022-11-26 08:04:19.046,63812,96569
1,2,2022-11-26 08:04:36.076,2022-11-26 08:04:36.076,63812,96536
1,2,2022-11-26 08:05:53.018,2022-11-26 08:05:53.018,64267,96482
1,2,2022-11-26 08:06:05.705,2022-11-26 08:06:05.705,63812,96562
1,2,2022-11-26 08:06:21.603,2022-11-26 08:06:21.603,63812,30879
1,2,2022-11-26 08:06:38.685,2022-11-26 08:06:38.685,64267,95292
1,2,2022-11-26 08:06:42.073,2022-11-26 08:06:42.073,63812,96360
1,2,2022-11-26 08:06:45.251,2022-11-26 08:06:45.251,64211,96318
1,2,2022-11-26 08:06:54.685,2022-11-26 08:06:54.685,63812,96439
1,2,2022-11-26 08:07:11.099,2022-11-26 08:07:11.099,63812,96372
1,2,2022-11-26 08:07:40.589,2022-11-26 08:07:40.589,63812,28738
1,2,2022-11-26 08:07:56.166,2022-11-26 08:07:56.166,63812,82392
1,2,2022-11-26 08:08:14.180,2022-11-26 08:08:14.180,63812,96329
1,2,2022-11-26 08:08:30.649,2022-11-26 08:08:30.649,63812,96440
1,2,2022-11-26 08:08:56.537,2022-11-26 08:08:56.537,63812,96493
1,2,2022-11-26 08:09:13.219,2022-11-26 08:09:13.219,63812,30283
1,2,2022-11-26 08:09:28.133,2022-11-26 08:09:28.133,63812,96250
1,2,2022-11-26 08:09:36.337,2022-11-26 08:09:36.337,64276,96394
1,2,2022-11-26 08:09:41.813,2022-11-26 08:09:41.813,63812,96353
1,2,2022-11-26 08:10:08.011,2022-11-26 08:10:08.011,63812,96470
1,2,2022-11-26 08:10:11.483,2022-11-26 08:10:11.483,64267,21095
1,2,2022-11-26 08:10:34.185,2022-11-26 08:10:34.185,64267,96380
1,2,2022-11-26 08:10:41.703,2022-11-26 08:10:41.703,64267,32572
1,2,2022-11-26 08:10:44.774,2022-11-26 08:10:44.774,63812,26422
1,2,2022-11-26 08:11:06.827,2022-11-26 08:11:06.827,63812,95276
1,2,2022-11-26 08:11:20.853,2022-11-26 08:11:20.853,63812,96420
1,2,2022-11-26 08:12:30.838,2022-11-26 08:12:30.838,63812,96382
1,2,2022-11-26 08:12:52.716,2022-11-26 08:12:52.716,63812,96267
1,2,2022-11-26 08:13:00.482,2022-11-26 08:13:00.482,63812,96466
1,2,2022-11-26 08:13:17.118,2022-11-26 08:13:17.118,63812,96494
1,2,2022-11-26 08:13:22.404,2022-11-26 08:13:22.404,64358,29638
1,2,2022-11-26 08:13:25.324,2022-11-26 08:13:25.324,63812,96517
1,2,2022-11-26 08:13:51.249,2022-11-26 08:13:51.249,63812,21621
1,2,2022-11-26 08:14:12.193,2022-11-26 08:14:12.193,63812,88985
